Rainfall (mm),Temperature (°C),Humidity (%),Flood Occurred
288.9192338,37.47814457,53.2192375,0
166.7168607,17.24346915,76.00363797,0
181.9866755,40.81352207,96.53483941,0
55.71635565,39.48696512,33.13131149,1
208.5924324,37.97974919,30.21866255,1
21.1976378,24.28117087,57.78776426,1
85.40570574,39.68645357,97.4479115,0
200.5090042,20.48406241,97.71033722,0
93.09303946,18.73227618,38.23317928,1
14.95406223,16.34869,45.54777184,0
249.5611228,43.17931089,92.64255885,1
93.09900214,24.24032693,78.78731927,1
18.93156746,42.52853641,97.78531429,0
22.43644935,23.17840685,91.45186904,1
75.52763964,42.22697878,37.20768403,1
53.40478417,42.11787159,80.77814875,1
232.2900353,42.71028135,23.88521852,1
96.505214,29.88460318,85.4266223,0
241.4087355,40.9783886,68.124541,0
52.15379935,43.52297689,96.48807701,0
147.8637539,24.73850826,96.80259644,0
206.4111401,27.56623217,24.06520872,1
195.5972562,36.57720562,32.84171884,0
180.338823,24.01079465,58.73656379,0
277.4464806,37.61427927,90.359482,0
68.55754431,17.21676436,85.15561138,1
148.1157613,30.70495153,97.14960211,1
265.197765,18.66940452,69.44672937,0
23.36812968,23.79970429,40.52508156,1
16.76648048,22.75876177,22.00853116,1
69.99068627,40.16796221,37.83411926,1
189.9063659,20.80551766,74.02185584,1
77.96388793,39.2534376,94.10198587,1
57.07196514,38.81881038,45.67229338,0
137.6406946,29.96649167,90.05634642,0
184.0794206,22.01529767,51.59185987,0
74.56731211,21.8068902,44.66169995,0
90.20735602,28.94773941,60.70753942,0
184.0677914,15.26427022,55.38187939,0
283.7215266,30.94052264,93.10398948,0
202.4225182,43.58338577,57.46055579,0
234.8712431,19.64120646,42.18683098,0
110.0430284,32.20036864,87.4052462,0
81.67630782,43.85336066,99.89996093,0
136.280323,40.81566418,71.85371353,0
242.1398486,40.51140349,40.03690951,0
136.8898925,39.65549791,39.10520616,0
254.0176226,24.27070818,24.6165357,0
296.6315942,41.71850494,26.18344308,0
21.60799972,43.24021054,93.19864761,0
13.62304683,29.8737727,27.71896856,1
44.87691087,25.63713142,58.74750786,0
115.3109027,27.42687047,75.84974238,0
39.31266274,25.02619325,88.02838262,1
261.1993433,21.37255326,33.70167602,0
6.943875308,33.55345411,55.02229433,0
94.7378149,31.87790659,40.1184156,1
55.40838885,28.87755213,40.4658472,1
279.461799,17.8753616,44.3071446,0
200.8443015,38.90678894,66.96929715,0
273.6090769,20.24800688,21.32619773,0
291.6986131,18.4368613,52.70130291,0
149.1294731,33.69214186,34.94641082,1
70.29573241,26.95933084,97.36948068,0
58.11863586,16.79425426,66.61833274,0
66.87565851,25.66705065,89.44763751,1
212.5779923,38.15341057,35.65519894,0
12.13371844,33.45747616,84.80125595,0
15.40832191,25.88358069,53.1825969,0
182.4428827,20.75414375,34.21557511,0
192.617144,33.95386862,80.89961619,1
199.5788773,41.62665903,80.96088781,1
111.5641514,34.38818154,99.67103255,1
241.7834666,39.38711564,82.47498094,1
160.0873763,30.64583516,31.62137983,1
31.639689,36.5391332,45.80357934,1
239.1297921,41.88680321,56.13815338,0
285.9203359,38.19536935,30.13222446,0
18.0108939,42.2956186,83.04311796,1
117.4054016,27.93418806,62.13588303,0
146.2548135,42.12660765,95.55596553,1
43.94122802,33.64701703,67.14465156,1
260.3126843,41.10146298,61.8319267,1
85.24489347,16.18129591,25.71401223,0
234.902562,34.73557146,31.9476724,0
201.2983446,40.43925237,87.96208614,0
179.4137467,20.22606101,99.25407823,0
57.64285461,34.853608,53.21433087,0
66.21105617,39.74864143,84.8068867,0
14.20452142,23.63848109,70.20686131,1
72.21372893,27.15738984,96.72474189,0
103.6330828,32.08553155,39.05097884,0
249.9435912,30.57503067,63.58685944,1
109.9178,16.17568179,52.70366547,1
226.3865348,17.96016294,63.33727808,0
131.8326844,18.01399738,41.50864667,0
235.4604936,22.86803716,59.81969302,1
292.8814801,22.37592338,69.98433174,1
71.95246742,37.26667151,26.49727072,1
258.7024836,32.18233158,79.43898038,0
186.5472259,37.91928254,76.52183705,0
245.1882785,17.09688172,90.43660812,0
195.4757707,29.55642712,54.06852414,1
127.1848522,24.71326738,24.93353061,1
68.42248183,40.49817932,56.91689032,1
21.0105676,36.23367471,31.00873376,0
160.6555093,41.07775412,71.79574508,1
297.0978284,16.39281367,23.77052193,1
221.4125415,36.62470469,49.9197125,1
98.20366242,31.20025056,26.62743188,1
248.16144,39.75000087,20.26931473,1
230.6952001,30.21481773,96.84457791,0
84.49073801,31.20627234,99.69018784,1
4.292246938,16.55302143,64.44023612,1
35.44879156,35.05568595,39.116468,0
263.1918571,23.19419627,92.88792294,1
250.9689106,15.59081767,93.84292777,0
88.56270026,16.99311488,88.36071129,0
85.55862789,43.71856827,63.54959877,0
237.8594961,25.38231869,25.97617287,0
281.321241,41.04226886,27.0751142,1
233.741177,43.79031702,91.72958302,1
181.6736031,43.29801567,90.0661478,0
72.8014051,41.45175722,54.75177993,1
157.7243742,41.84531737,46.25236956,1
70.05355758,23.67024133,71.52991361,1
242.403426,19.54409671,84.55903586,0
116.0883239,34.17787686,78.53479536,1
250.1091651,29.64316776,69.24823504,1
114.4827654,17.96240156,38.52088356,1
247.2448216,35.32623948,41.00038954,1
99.99534455,31.88580022,77.92539851,0
132.0398114,40.89202202,84.2095882,1
184.6465258,33.27551387,29.29081505,0
21.08628421,32.21838539,34.98376382,1
284.4621185,28.2225517,74.43762097,0
172.0817358,28.8836121,51.118927,0
152.3460044,43.63143681,65.06342938,1
251.8181913,19.15338028,69.18519621,1
259.728819,28.38656456,82.09627738,1
156.6781214,34.67481702,84.45735606,0
278.1786977,27.99031937,42.40769962,1
19.42132982,23.49646881,63.30373831,0
33.96773768,23.62072112,29.88191509,1
179.036469,22.00968139,87.3612135,1
106.2197585,25.31709602,87.63583507,1
139.2675499,41.15024327,43.96045752,0
98.42376537,30.15673651,32.84961659,0
121.4175934,22.20716184,25.60734226,0
246.7939041,26.53580151,65.99811535,1
178.04286,18.17491236,27.31424803,1
299.2033648,42.12107219,74.44758757,1
236.0637593,27.24593496,74.25011208,1
82.09987623,44.41173614,69.11899257,0
79.30353532,25.4261632,90.12484015,0
100.769481,40.09068142,50.26245542,0
252.9778442,22.6915594,92.18156661,0
8.186295195,17.2845868,22.95402951,0
69.05438366,15.95200085,29.02055903,1
271.4755261,33.1850528,52.976445,1
191.9689308,24.34721015,67.5194415,0
68.05412865,28.30559641,22.59005093,0
65.74349047,39.55941107,65.39475771,1
258.7854305,22.44324257,44.59186532,0
268.1272525,24.2595743,90.97174462,1
76.83932729,40.36008555,62.66276733,1
126.1531074,29.7828682,67.03151266,0
250.3787216,39.82995501,95.64974489,0
231.3022316,26.2342801,81.13368213,1
244.174832,26.95109942,55.06186129,1
155.5194572,20.01415085,58.1503692,0
273.4647145,42.49037561,71.83390948,0
97.78546319,41.90351082,36.01593733,0
47.0016403,44.52651044,27.09206724,1
212.6196998,27.07341382,44.89892128,0
161.8063248,39.55844825,82.27062383,0
256.3757306,27.44861195,40.5859039,0
24.34777474,28.62896367,30.46073603,1
253.107721,39.89998181,37.52180788,0
87.98839596,20.32100313,74.31783296,1
196.4567002,21.60932803,69.11584454,1
12.03863672,24.44184721,75.06519978,0
182.8743889,38.64537098,45.75664981,0
215.1815068,26.17954648,92.06849015,0
110.6250644,25.74504625,56.14162859,1
64.62321158,44.96449036,61.09704255,0
161.289203,26.51418429,95.90463808,0
249.9572413,22.43311609,98.34218144,0
97.06420749,33.69641035,72.92341807,1
75.74078926,39.05639856,95.58505541,1
83.68059259,17.08823501,63.32059091,1
284.7396459,33.56676693,44.58263565,1
107.7830747,16.07206368,45.20742848,1
1.081271966,30.78997053,64.71524719,1
234.5043624,22.70974691,68.40288965,1
209.7824386,24.19925093,55.16936559,1
38.57047938,29.01287892,90.70171868,1
295.4712747,42.81322382,54.1356895,1
182.4186856,36.3200192,41.87389176,0
150.2338473,43.10536789,20.63855027,1
114.6657803,34.79913014,97.64554225,0
269.6018267,15.21323241,85.94506265,1
73.18904443,22.96755592,69.24476677,0
85.73067007,42.17317733,86.44338031,1
36.72324201,34.30336563,84.82313842,0
227.7357287,44.4494171,94.54806242,0
178.6647841,19.67892058,50.88541467,1
182.7198508,23.90243499,64.38817937,1
65.54112931,25.87102979,27.8902419,0
195.3505167,24.79673455,97.22523406,0
229.6375342,22.5597459,98.81016554,1
107.3665592,28.30397147,83.12673983,0
240.4041432,34.2689437,56.32967865,1
104.6371766,24.33770769,59.72534007,1
227.4415385,17.3909977,54.82935464,0
10.11903224,36.25597581,43.46485092,1
165.3493804,28.77049667,62.22331244,1
290.8579682,31.69446918,24.27560556,1
294.3733802,28.66201971,99.35096495,1
84.5257735,41.7107251,53.92401081,0
132.4197273,31.76234991,94.18932672,0
18.8933724,42.6983052,77.94171685,1
262.0023923,30.31726025,43.19543335,1
170.5716459,23.77764487,37.76420945,1
115.5302037,25.66327762,99.6540347,1
33.83116755,30.66387881,81.7701084,1
284.0301856,30.89968313,39.97291793,0
159.0657143,35.62013105,25.39560385,0
84.87837872,21.73484617,75.75332362,1
105.064539,34.765287,44.24131654,1
81.20915428,38.35764025,37.70646501,0
180.5429427,35.29775968,78.79499321,0
278.9890727,29.45484329,74.34090581,0
257.008141,44.75041953,58.51301398,0
138.1142626,27.14439477,95.41247462,0
247.9498087,18.19771844,74.37106928,0
126.9316444,39.64512646,91.47356485,1
75.69214223,21.36603657,35.24423539,1
295.0245346,36.39856719,43.73167281,0
91.16627039,20.36928848,28.3616107,0
97.1172693,15.50632173,44.36639983,1
296.9078603,19.79395811,97.74226634,1
40.17824795,26.3096609,97.02849969,1
228.1601964,18.19854741,80.83090836,1
280.7438275,20.93037253,61.68386102,0
153.5384983,37.93878833,82.4623839,1
0.756528511,38.09650824,64.2789561,0
112.5176832,39.52464682,20.28068037,0
33.47069772,40.2346571,60.12376592,0
124.8562983,27.61307684,67.91387568,1
237.0080285,41.02648982,41.2598686,0
131.6134647,30.77810625,36.26348514,1
129.5775364,29.11791351,41.90472758,0
167.0368431,36.55608987,69.89021996,0
174.5071754,21.41455234,31.68512919,0
256.8888926,38.6849213,77.62626411,0
92.50663177,27.8839748,53.81398568,0
246.5013793,18.81886242,48.26782874,0
169.7801246,18.57935741,84.57850333,0
90.15886492,19.94720232,60.48505995,0
88.5378132,41.71718203,50.2720449,0
108.3412551,44.72813467,90.25237724,0
186.8079728,25.70921398,49.46013058,1
69.24351941,23.76431557,88.72002264,1
276.1000685,21.56312918,60.33589588,1
172.4737753,39.71449432,36.6405678,1
276.0047331,21.27622447,69.02545505,1
13.92130757,42.7227039,42.8258821,1
102.7834111,35.02051137,31.77241057,0
6.842298206,41.91383375,26.92234971,0
81.67554453,31.62029563,39.33578686,0
258.6019417,35.72039587,78.92437136,1
10.98291475,33.58374302,87.03993779,1
130.84413,39.93586369,88.93766768,1
35.27012114,40.07582434,41.6118619,1
125.0521978,32.69379,72.87783464,0
251.6554753,33.97522948,38.42832479,1
186.92131,42.65627761,69.82096912,0
221.0269036,42.89599452,90.97687944,1
104.7312346,34.92749352,23.27149461,0
283.3193085,15.23262835,98.81805342,1
212.7786281,18.13233644,86.1670302,0
126.5396458,40.73827595,80.9329693,1
127.9394401,17.54142349,75.3090315,0
275.6052534,21.40557543,81.62191111,1
172.921408,21.91640041,99.56762848,1
211.913763,33.00704309,81.61530377,0
125.1105674,32.29898394,48.12806277,1
67.10782943,23.6825257,69.11374823,0
217.0677876,21.22834097,46.95384129,0
182.3471316,37.9359609,97.60523546,0
150.4028641,43.06368467,92.01117863,0
187.206282,16.5841704,65.4096182,1
62.48567582,18.99541388,82.50190036,0
238.181612,34.26491966,92.77495544,1
284.4488415,39.13324355,39.48802109,1
267.3309433,38.73566006,66.35854855,0
96.43072359,36.59049459,58.53730554,0
121.801732,41.62283863,81.72730839,0
242.5206899,21.52046639,50.32660171,0
178.5351392,18.21872839,76.71837118,0
164.3743331,33.4608891,52.23944712,0
277.9925903,39.66827675,28.88598917,0
160.8074883,32.46130735,28.56971453,0
154.4816039,43.88992462,29.52450596,1
12.60557738,38.86693384,22.60159007,0
20.82508758,36.02375403,62.63785373,0
2.226092364,16.80771873,73.75221456,0
273.9732677,18.23226716,30.13827215,1
122.515998,38.54512898,68.94864002,0
140.5684128,20.94713777,67.81920626,1
253.6160843,15.86505528,31.76752411,0
182.7738931,42.32282057,52.326608,0
182.8504789,41.72416121,80.41085678,0
88.96032881,21.55451482,21.34048204,0
250.1725122,38.40618774,31.75583071,0
49.74899281,16.43938984,99.66626995,0
15.94487765,23.55174011,78.68359177,1
57.48100726,33.71000725,57.13042234,1
80.32116563,37.89536988,70.38411297,0
84.69331736,15.31197566,87.69767765,0
201.1540796,24.7862584,87.38436684,0
65.3473762,21.4303668,45.97611484,1
202.9974913,44.96341217,59.3033138,0
27.33965197,35.12946697,71.04440772,1
44.16073833,27.17014359,25.75175332,1
152.6464345,17.26957806,95.66372795,0
276.5687408,32.96010773,54.61934605,0
257.8702766,34.25104413,49.66898618,0
290.6260327,39.49217783,92.56802892,0
195.1437196,23.65730559,29.4629319,0
202.7444599,44.44284241,23.14086379,0
187.5068997,28.18397218,74.80019298,0
186.8456769,23.87831264,50.80023745,1
44.13610352,25.45348002,81.15806471,0
163.1216868,30.58758159,25.48356892,1
115.82038,43.10104694,50.70057148,0
132.7611647,37.05476394,38.82601696,1
157.0801719,32.31328948,79.16852264,1
38.51885154,19.88431164,38.17360883,1
107.8463202,19.48059933,56.63562678,0
19.03486826,30.06590741,85.51020409,1
293.9004391,36.86126114,93.23124284,1
35.55840865,37.53036518,77.80846349,0
77.55742156,21.77743152,54.33827292,0
267.387878,18.00298539,65.75886998,1
144.8130139,26.53382968,75.17519577,0
40.69116046,42.5451763,89.99461013,1
115.2691614,31.36101758,91.08591878,0
34.76039826,24.602993,94.47755932,1
60.06479913,24.70913005,84.85688791,0
15.60895408,18.96261136,31.74383488,1
131.4682484,29.19671208,79.81116267,1
241.9908365,38.74088036,85.16738989,0
175.7907536,44.05676075,90.22971421,0
181.9035916,30.04785,93.98535157,0
60.17520902,20.01644748,60.73278508,1
103.168153,35.48851199,72.40741561,0
253.5726312,37.70374028,20.76422213,1
26.3568553,17.15099248,65.82268542,1
257.3791961,40.50417389,57.85587049,1
145.1070079,39.8796717,96.98448358,1
251.1442294,29.17623162,92.13674389,1
95.40192582,31.81267556,83.80831435,0
101.6528855,36.40224191,24.55953476,1
225.4814605,35.30244375,52.16230738,1
235.498852,15.49607935,75.68337778,0
68.8934034,18.67305912,22.37285949,0
291.8613974,19.87771667,38.86510334,1
25.34703127,37.67027667,91.00057521,1
20.55088893,28.20250689,30.38246138,0
178.6512646,31.36507879,24.10988035,1
216.8222303,38.18062311,66.4468605,1
288.2658388,25.22946807,95.71716923,1
121.4837342,37.46670682,86.76997919,0
7.587422697,28.26897824,97.98180038,1
180.8689018,26.31540563,80.2818523,0
86.90880618,24.99111792,54.98958193,1
129.8841364,43.94834446,95.72931517,1
146.5408447,38.15920232,54.13066228,1
19.35378322,15.60587822,48.00756931,1
145.7945354,43.7224646,55.85567342,1
127.8959,38.26318889,85.11791635,1
213.7632796,19.47524143,93.41548399,0
193.6997734,17.29014376,48.6145688,1
55.56471545,24.24582281,56.97979652,1
61.84167546,33.72544588,91.86618586,0
75.30185363,33.49640067,23.76349316,1
53.68513209,23.27550375,82.70949553,0
197.1639599,28.37024936,56.33742066,1
298.3290538,21.35670467,50.12146808,1
195.6325022,16.51736056,55.75370335,1
182.0044639,30.50911402,53.49525404,0
122.97838,25.40973403,80.52948946,1
93.77407766,31.28647297,94.23580178,1
273.3221271,43.39521967,59.31646604,0
290.7005622,19.30110935,86.61870286,1
149.0328527,15.05886055,78.55556286,0
87.06014865,17.3063464,46.45446284,1
231.0366623,28.88124888,66.98510516,0
39.73703726,36.20796089,73.345254,0
229.6764713,32.4229081,21.87994975,1
245.6845123,29.84683822,51.6764441,0
37.47118339,25.61889393,99.41105407,0
293.0584406,24.29922515,70.98051417,1
295.6536871,26.28858525,46.73952554,1
281.0158438,33.34904862,40.00192315,0
148.8104428,20.03261868,36.75852817,0
73.82224268,38.14086249,52.13131272,0
174.6027843,32.2575972,35.46125525,0
125.9801515,23.07469133,30.81489456,0
61.78459342,30.03458888,49.12506275,0
127.1029229,43.88336063,68.55997541,0
199.1669507,15.61474587,31.71193457,0
21.27399324,20.98567923,23.54746191,0
100.0254004,28.4514072,22.77062545,0
5.338467004,34.15319165,41.39074019,1
224.8486516,21.36684799,35.21058324,0
192.2073803,42.94211845,63.14042882,0
18.80164041,34.27716037,56.45761496,1
289.4212679,41.32295847,45.98132915,0
6.786467138,24.87953791,86.68342673,0
176.9881939,39.86861803,60.39575944,0
232.9102385,26.34657651,27.32239937,1
236.3688939,22.58255317,43.66114833,0
10.28554068,42.34966017,97.8671413,0
271.9245398,17.76655427,98.15818566,0
275.5355016,43.28666388,40.37373084,1
168.4171119,28.75545618,33.3788903,1
144.6249597,44.7787642,59.6550517,1
13.46023892,31.18783961,58.51719345,0
168.5862428,37.72464516,52.81101498,1
122.8137245,15.21213049,62.3485782,1
231.8419222,29.9000046,38.57563028,0
121.1650701,37.12360415,29.19434732,0
205.07425,38.4848106,65.63691668,0
30.42244387,19.74145748,94.60783974,1
39.88568123,27.56912851,31.01994213,1
41.91305719,27.57215874,76.38517794,1
13.65764994,18.10922425,55.03173499,0
162.3986578,28.29136523,43.51812718,1
238.1903178,39.21278876,88.24873747,0
183.1233611,24.00542213,56.51933556,1
172.4864657,27.97723566,66.66496113,0
204.1871785,43.82876055,55.44450296,0
101.8935969,15.95124228,26.49996653,0
108.5862215,32.74565304,67.59237495,1
94.28102947,37.30308275,53.507278,1
213.6326799,37.82647302,26.94052849,0
48.4921007,36.47814075,67.66493875,1
3.907584094,36.7935433,20.78967456,1
178.858934,16.77037997,36.68163106,1
282.7144094,31.02409857,82.48556295,1
182.8223751,38.48907215,23.03419399,0
234.8764959,17.82195147,71.73456784,1
201.8372128,15.36149767,95.9765557,0
149.2309961,39.43685495,33.69539665,0
215.5177205,36.36883163,53.36894882,1
247.2312372,27.36619251,66.03981579,0
67.41949325,43.21189298,56.0332671,1
100.8391441,37.99794284,69.63021489,0
67.11771975,44.03582825,52.32780201,1
135.6518867,42.87945779,31.88033032,1
265.5193653,29.43880809,27.12354879,1
103.5621303,37.64126936,79.55545249,1
112.3400667,35.07574166,39.08991596,0
258.1101704,39.3433563,87.79602502,0
154.6122992,38.63065207,79.44217951,1
160.6346999,19.5969591,23.95625475,1
258.240361,22.01206595,36.09688937,0
147.1580211,22.97194732,43.35941252,0
204.4672604,39.55495678,67.55857991,1
25.69339976,39.32225112,84.78616003,0
53.58951394,29.86006041,24.82666041,0
121.3128602,32.42496778,39.96871615,0
148.4517203,39.80766459,50.09678099,1
289.7201104,24.37780802,34.67017237,0
291.1954899,16.50536331,63.6233678,0
255.3591262,29.47789315,58.24019835,1
94.67965059,42.41151432,45.31965136,1
289.2084872,38.71404783,61.35095095,0
206.8022594,25.99851909,48.46572515,1
117.8820383,16.94314081,47.4555254,0
210.5024751,34.10758516,41.23164203,1
4.956818936,40.03472388,63.23503475,0
43.84640468,34.94845699,55.52923156,0
248.9057135,27.75223994,35.70598273,1
193.6720911,18.7006084,21.03730087,0
109.2584104,42.32322732,32.07436325,1
150.1999921,23.27874977,23.42676812,0
271.5426449,21.72861109,54.52790669,1
189.4734328,39.47929997,38.00774831,1
119.4447852,44.43659816,53.6364266,0
36.09799722,34.80480776,46.35598987,1
88.12404049,33.74431467,63.04118485,0
293.5020698,24.58292608,77.9093463,0
131.2089189,15.61240352,58.34511505,1
141.5518392,20.75393597,24.95744488,1
149.5794097,32.5329131,21.40083851,0
265.2312069,19.53949385,37.0584933,1
181.1784853,41.51507421,53.9974009,1
208.1031109,20.64434064,23.59240229,0
116.8240628,30.66313359,46.21870439,1
8.726285577,30.36039737,90.96205663,1
279.2918743,33.1183689,27.20152175,0
284.7383043,24.82302209,95.88132078,0
284.745916,41.20602603,88.53374204,0
283.106126,28.32904608,86.54249248,1
244.5725823,36.00460736,89.09268087,0
205.378815,34.07732583,26.40402122,1
253.3529755,18.51468249,32.09344752,1
180.1638717,33.67918058,30.74979412,0
40.31088417,31.52108034,28.89934486,1
117.3654495,41.9581219,46.21689756,1
291.3884736,41.42629909,86.41735064,0
105.3413441,19.52864362,40.15697149,0
260.3483741,17.45055437,39.53773432,0
27.96344123,23.83776658,74.07110059,0
100.2551527,44.5983857,27.75400817,0
105.2859974,15.64721329,48.82239939,0
15.48076293,35.18676719,43.63410455,0
35.72829906,33.25541202,87.78406913,1
57.94956334,34.39734841,61.16010221,0
251.3446772,21.54857669,71.71788513,1
19.02059698,21.80152037,30.32274706,0
89.6102704,27.91926247,94.31346084,1
3.052500777,17.87573421,45.79617233,1
208.6883236,17.23839627,76.54710703,0
186.090927,17.6507836,96.37009439,0
193.4946786,32.18937514,60.69190893,1
112.3148354,26.93225571,60.6028207,1
62.48034638,23.80850342,29.37995388,1
216.096064,24.47458139,51.22204451,0
243.3353618,21.21849918,88.19719511,0
41.58044943,27.34516006,30.80852057,0
146.0488284,21.09174208,93.40033044,1
74.61470459,35.94138127,73.38475315,0
50.43205836,18.71797538,53.6767868,1
220.297594,43.44726254,63.71987348,0
161.4290806,17.6945682,32.03972862,1
64.85559971,43.30382143,37.39866345,0
93.00000336,39.99884915,42.91267417,1
289.9961014,35.42136362,50.78768945,1
254.6038694,42.36904967,93.2417596,1
263.9840229,19.17656381,49.405522,0
138.0036291,20.28944323,61.90681923,0
187.1421792,22.56457776,32.96209291,1
113.0303221,22.3443458,78.87785608,1
23.31359271,24.32544813,64.82246793,0
120.3207932,32.26892695,55.19259664,0
178.194226,15.84517834,95.77491724,1
86.14328123,26.46817785,91.25206753,0
254.3851724,22.39155384,72.76090179,0
45.33004775,33.19889544,93.74499249,0
110.1387268,44.55507993,65.18254359,1
37.4711716,30.52963837,86.15497214,1
121.4496402,27.77055717,52.75681313,1
11.89839149,26.04730635,26.93953531,0
81.76481852,38.54847657,99.53188716,0
120.2205765,17.15942795,33.25052167,1
143.449609,43.79311543,40.12080314,0
163.1089075,27.53753658,33.04827115,0
82.49733894,24.41102177,46.99836144,0
156.9124004,44.22204349,43.1424107,1
152.7013865,43.0763659,68.08817988,1
94.85341526,34.25802419,99.71680115,1
249.0600992,15.55522125,24.20072444,1
163.692338,37.45604929,82.27544906,0
99.68091562,25.066722,30.23935395,1
284.2015536,26.64840693,21.58680197,1
253.5337239,19.76226387,71.08614561,1
294.7763435,30.70374252,89.86521831,1
207.6701624,37.33657789,34.10388053,0
113.4668717,23.19033354,47.32910277,0
84.2582,43.16198724,33.50001634,1
198.9953531,20.84210568,92.52060554,0
294.2449747,16.98787022,41.62883459,0
188.014524,34.3309162,55.57703131,0
